IP地址	数据中心	地区	城市	网络延迟
104.24.37.185	LAX	北美洲	洛杉矶	179 ms
104.20.15.237	LAX	北美洲	洛杉矶	179 ms
104.16.88.167	SJC	北美洲	圣何塞	179 ms
104.16.92.137	SJC	北美洲	圣何塞	179 ms
104.16.90.81	SJC	北美洲	圣何塞	179 ms
104.25.20.164	LAX	北美洲	洛杉矶	179 ms
172.67.81.246	LAX	北美洲	洛杉矶	179 ms
45.131.7.48	LAX	北美洲	洛杉矶	179 ms
104.16.193.252	SJC	北美洲	圣何塞	179 ms
104.16.154.240	SJC	北美洲	圣何塞	179 ms
104.27.5.34	LAX	北美洲	洛杉矶	179 ms
104.20.100.42	LAX	北美洲	洛杉矶	179 ms
104.20.40.191	LAX	北美洲	洛杉矶	179 ms
104.16.219.16	SJC	北美洲	圣何塞	179 ms
104.25.47.185	LAX	北美洲	洛杉矶	179 ms
104.16.220.47	SJC	北美洲	圣何塞	179 ms
104.24.202.141	LAX	北美洲	洛杉矶	179 ms
104.22.55.135	SEA	北美洲	西雅图	179 ms
104.23.127.121	LAX	北美洲	洛杉矶	179 ms
104.24.249.233	LAX	北美洲	洛杉矶	179 ms
192.65.217.190	LAX	北美洲	洛杉矶	179 ms
104.25.5.89	LAX	北美洲	洛杉矶	179 ms
104.27.113.149	LAX	北美洲	洛杉矶	179 ms
104.19.199.98	LAX	北美洲	洛杉矶	179 ms
162.159.62.145	LAX	北美洲	洛杉矶	179 ms
104.25.10.253	LAX	北美洲	洛杉矶	179 ms
104.27.92.126	LAX	北美洲	洛杉矶	179 ms
104.24.69.125	LAX	北美洲	洛杉矶	179 ms
104.19.179.16	SJC	北美洲	圣何塞	179 ms
104.21.114.101	LAX	北美洲	洛杉矶	179 ms
104.27.20.140	LAX	北美洲	洛杉矶	179 ms
104.24.139.57	LAX	北美洲	洛杉矶	179 ms
104.22.24.65	SJC	北美洲	圣何塞	179 ms
104.24.78.101	LAX	北美洲	洛杉矶	179 ms
104.25.72.23	LAX	北美洲	洛杉矶	179 ms
104.17.181.124	SJC	北美洲	圣何塞	179 ms
104.19.112.11	LAX	北美洲	洛杉矶	179 ms
104.23.101.26	LAX	北美洲	洛杉矶	179 ms
104.20.150.177	LAX	北美洲	洛杉矶	179 ms
104.20.151.148	LAX	北美洲	洛杉矶	179 ms
104.20.106.119	LAX	北美洲	洛杉矶	179 ms
104.20.248.32	LAX	北美洲	洛杉矶	179 ms
104.17.6.7	SJC	北美洲	圣何塞	179 ms
104.27.122.134	LAX	北美洲	洛杉矶	179 ms
104.24.173.123	LAX	北美洲	洛杉矶	179 ms
172.64.50.245	LAX	北美洲	洛杉矶	179 ms
172.67.188.58	LAX	北美洲	洛杉矶	180 ms
104.19.184.156	SJC	北美洲	圣何塞	180 ms
104.16.238.68	SJC	北美洲	圣何塞	180 ms
104.18.252.241	SJC	北美洲	圣何塞	180 ms
104.21.126.71	LAX	北美洲	洛杉矶	180 ms
104.21.60.71	LAX	北美洲	洛杉矶	180 ms
172.64.81.24	LAX	北美洲	洛杉矶	180 ms
104.22.17.173	SJC	北美洲	圣何塞	180 ms
104.16.225.156	SJC	北美洲	圣何塞	180 ms
104.19.170.33	SEA	北美洲	西雅图	180 ms
104.24.161.78	LAX	北美洲	洛杉矶	180 ms
104.24.164.215	LAX	北美洲	洛杉矶	180 ms
198.41.207.172	LAX	北美洲	洛杉矶	180 ms
104.24.48.87	LAX	北美洲	洛杉矶	180 ms
104.20.21.229	LAX	北美洲	洛杉矶	180 ms
104.18.206.208	SJC	北美洲	圣何塞	180 ms
104.22.76.51	LAX	北美洲	洛杉矶	180 ms
172.67.186.48	LAX	北美洲	洛杉矶	180 ms
104.18.229.12	SJC	北美洲	圣何塞	180 ms
104.25.46.16	LAX	北美洲	洛杉矶	180 ms
104.26.3.216	SEA	北美洲	西雅图	180 ms
104.17.118.220	SJC	北美洲	圣何塞	180 ms
1.0.0.252	LAX	北美洲	洛杉矶	180 ms
104.25.42.193	LAX	北美洲	洛杉矶	180 ms
104.19.107.176	LAX	北美洲	洛杉矶	180 ms
104.17.149.171	SJC	北美洲	圣何塞	180 ms
104.16.146.63	SJC	北美洲	圣何塞	180 ms
104.24.159.11	LAX	北美洲	洛杉矶	180 ms
23.227.60.37	LAX	北美洲	洛杉矶	180 ms
92.53.188.44	LAX	北美洲	洛杉矶	180 ms
104.24.11.33	LAX	北美洲	洛杉矶	180 ms
103.11.214.154	LAX	北美洲	洛杉矶	180 ms
104.17.98.247	SJC	北美洲	圣何塞	180 ms
104.24.170.65	LAX	北美洲	洛杉矶	180 ms
89.116.161.87	LAX	北美洲	洛杉矶	180 ms
104.17.85.248	SJC	北美洲	圣何塞	180 ms
104.26.2.113	SEA	北美洲	西雅图	180 ms
104.19.8.138	LAX	北美洲	洛杉矶	180 ms
104.16.94.6	SJC	北美洲	圣何塞	180 ms
1.0.0.84	LAX	北美洲	洛杉矶	180 ms
104.25.67.209	LAX	北美洲	洛杉矶	180 ms
104.16.235.133	SJC	北美洲	圣何塞	180 ms
104.20.172.173	LAX	北美洲	洛杉矶	180 ms
104.24.177.39	LAX	北美洲	洛杉矶	180 ms
104.27.11.227	LAX	北美洲	洛杉矶	180 ms
104.27.10.120	LAX	北美洲	洛杉矶	180 ms
104.19.201.132	LAX	北美洲	洛杉矶	180 ms
1.0.0.64	LAX	北美洲	洛杉矶	180 ms
104.25.133.223	LAX	北美洲	洛杉矶	180 ms
104.25.172.131	LAX	北美洲	洛杉矶	180 ms
104.24.248.65	LAX	北美洲	洛杉矶	180 ms
104.19.247.35	SJC	北美洲	圣何塞	180 ms
104.25.150.231	LAX	北美洲	洛杉矶	180 ms
104.18.213.123	SJC	北美洲	圣何塞	180 ms
172.67.119.31	LAX	北美洲	洛杉矶	180 ms
104.18.158.122	SJC	北美洲	圣何塞	180 ms
104.22.56.105	SEA	北美洲	西雅图	180 ms
104.24.128.64	LAX	北美洲	洛杉矶	180 ms
104.25.80.27	LAX	北美洲	洛杉矶	180 ms
104.19.187.255	SJC	北美洲	圣何塞	180 ms
104.24.193.41	LAX	北美洲	洛杉矶	180 ms
172.67.115.3	LAX	北美洲	洛杉矶	180 ms
104.17.78.46	SJC	北美洲	圣何塞	180 ms
104.25.114.234	LAX	北美洲	洛杉矶	180 ms
104.27.14.27	LAX	北美洲	洛杉矶	180 ms
104.24.208.135	LAX	北美洲	洛杉矶	180 ms
162.159.206.125	LAX	北美洲	洛杉矶	180 ms
104.17.92.138	SJC	北美洲	圣何塞	180 ms
104.16.209.132	SJC	北美洲	圣何塞	180 ms
104.19.74.122	LAX	北美洲	洛杉矶	180 ms
104.20.98.119	LAX	北美洲	洛杉矶	180 ms
104.23.122.54	LAX	北美洲	洛杉矶	180 ms
104.23.124.30	LAX	北美洲	洛杉矶	180 ms
104.23.123.133	LAX	北美洲	洛杉矶	180 ms
104.21.12.96	LAX	北美洲	洛杉矶	180 ms
104.24.142.22	LAX	北美洲	洛杉矶	180 ms
104.22.7.216	SJC	北美洲	圣何塞	180 ms
104.25.192.211	LAX	北美洲	洛杉矶	180 ms
104.16.25.28	SJC	北美洲	圣何塞	180 ms
104.20.176.30	LAX	北美洲	洛杉矶	180 ms
104.27.203.11	LAX	北美洲	洛杉矶	180 ms
172.67.89.189	LAX	北美洲	洛杉矶	180 ms
104.19.251.47	SJC	北美洲	圣何塞	180 ms
104.18.95.244	SJC	北美洲	圣何塞	180 ms
154.197.80.92	LAX	北美洲	洛杉矶	180 ms
104.16.163.54	SJC	北美洲	圣何塞	180 ms
104.25.143.245	LAX	北美洲	洛杉矶	180 ms
104.20.92.105	LAX	北美洲	洛杉矶	180 ms
104.20.182.10	LAX	北美洲	洛杉矶	180 ms
104.25.17.136	LAX	北美洲	洛杉矶	180 ms
104.24.80.223	LAX	北美洲	洛杉矶	180 ms
104.24.211.32	LAX	北美洲	洛杉矶	181 ms
104.25.43.98	LAX	北美洲	洛杉矶	181 ms
104.27.75.38	LAX	北美洲	洛杉矶	181 ms
172.67.228.154	LAX	北美洲	洛杉矶	181 ms
104.24.236.200	LAX	北美洲	洛杉矶	181 ms
1.0.0.169	LAX	北美洲	洛杉矶	181 ms
104.25.113.190	LAX	北美洲	洛杉矶	181 ms
172.67.47.55	LAX	北美洲	洛杉矶	181 ms
104.21.55.95	LAX	北美洲	洛杉矶	181 ms
204.93.210.65	LAX	北美洲	洛杉矶	181 ms
104.24.240.157	LAX	北美洲	洛杉矶	181 ms
104.16.233.22	SJC	北美洲	圣何塞	181 ms
104.16.215.220	SJC	北美洲	圣何塞	181 ms
104.25.37.29	LAX	北美洲	洛杉矶	181 ms
104.20.240.116	LAX	北美洲	洛杉矶	181 ms
104.24.92.134	LAX	北美洲	洛杉矶	181 ms
156.252.3.28	LAX	北美洲	洛杉矶	181 ms
1.0.0.95	LAX	北美洲	洛杉矶	181 ms
104.23.138.77	LAX	北美洲	洛杉矶	181 ms
104.23.135.168	LAX	北美洲	洛杉矶	181 ms
104.16.93.164	SJC	北美洲	圣何塞	181 ms
172.67.98.149	LAX	北美洲	洛杉矶	181 ms
104.18.137.145	SJC	北美洲	圣何塞	181 ms
104.16.116.84	SJC	北美洲	圣何塞	181 ms
104.20.174.94	LAX	北美洲	洛杉矶	181 ms
104.23.121.168	LAX	北美洲	洛杉矶	181 ms
104.25.111.244	LAX	北美洲	洛杉矶	181 ms
172.67.58.20	LAX	北美洲	洛杉矶	181 ms
104.20.215.46	LAX	北美洲	洛杉矶	181 ms
104.19.80.244	LAX	北美洲	洛杉矶	181 ms
104.20.203.155	LAX	北美洲	洛杉矶	181 ms
104.22.23.54	SJC	北美洲	圣何塞	181 ms
104.25.91.171	LAX	北美洲	洛杉矶	181 ms
104.18.133.222	SJC	北美洲	圣何塞	181 ms
104.23.114.103	LAX	北美洲	洛杉矶	181 ms
104.24.143.17	LAX	北美洲	洛杉矶	181 ms
104.18.103.19	SJC	北美洲	圣何塞	181 ms
172.67.64.235	SEA	北美洲	西雅图	181 ms
172.64.35.67	LAX	北美洲	洛杉矶	181 ms
104.16.113.253	SJC	北美洲	圣何塞	181 ms
104.25.209.152	LAX	北美洲	洛杉矶	181 ms
141.101.120.18	LAX	北美洲	洛杉矶	181 ms
172.67.197.239	LAX	北美洲	洛杉矶	181 ms
104.21.77.206	SJC	北美洲	圣何塞	181 ms
172.67.93.217	LAX	北美洲	洛杉矶	181 ms
104.27.125.21	LAX	北美洲	洛杉矶	181 ms
104.17.79.54	SJC	北美洲	圣何塞	181 ms
104.20.22.237	LAX	北美洲	洛杉矶	181 ms
172.67.253.47	LAX	北美洲	洛杉矶	181 ms
104.24.90.167	LAX	北美洲	洛杉矶	181 ms
104.16.70.83	SJC	北美洲	圣何塞	181 ms
104.20.252.197	LAX	北美洲	洛杉矶	181 ms
104.36.195.84	LAX	北美洲	洛杉矶	181 ms
104.25.128.222	LAX	北美洲	洛杉矶	181 ms
104.25.127.182	LAX	北美洲	洛杉矶	181 ms
104.21.206.25	LAX	北美洲	洛杉矶	181 ms
104.22.42.255	LAX	北美洲	洛杉矶	181 ms
104.18.161.172	SJC	北美洲	圣何塞	181 ms
104.25.118.220	LAX	北美洲	洛杉矶	181 ms
104.18.144.191	SJC	北美洲	圣何塞	181 ms
104.19.175.92	SEA	北美洲	西雅图	181 ms
104.16.223.131	SJC	北美洲	圣何塞	181 ms
104.19.60.44	LAX	北美洲	洛杉矶	181 ms
104.22.29.116	SJC	北美洲	圣何塞	181 ms
104.20.4.44	LAX	北美洲	洛杉矶	181 ms
104.24.14.213	LAX	北美洲	洛杉矶	181 ms
104.20.235.219	LAX	北美洲	洛杉矶	181 ms
104.19.241.242	SJC	北美洲	圣何塞	181 ms
104.17.29.131	SEA	北美洲	西雅图	181 ms
104.25.162.222	LAX	北美洲	洛杉矶	181 ms
104.25.77.32	LAX	北美洲	洛杉矶	181 ms
172.67.57.124	LAX	北美洲	洛杉矶	181 ms
104.18.107.156	SJC	北美洲	圣何塞	181 ms
104.20.37.143	LAX	北美洲	洛杉矶	181 ms
104.20.134.136	LAX	北美洲	洛杉矶	181 ms
104.24.239.187	LAX	北美洲	洛杉矶	181 ms
104.24.5.147	LAX	北美洲	洛杉矶	181 ms
104.17.67.159	SJC	北美洲	圣何塞	181 ms
172.67.94.63	LAX	北美洲	洛杉矶	181 ms
104.16.232.209	SJC	北美洲	圣何塞	181 ms
104.27.48.216	LAX	北美洲	洛杉矶	181 ms
104.18.196.205	SJC	北美洲	圣何塞	181 ms
1.0.0.245	LAX	北美洲	洛杉矶	181 ms
162.159.8.4	LAX	北美洲	洛杉矶	181 ms
104.17.108.78	SJC	北美洲	圣何塞	181 ms
104.27.59.228	LAX	北美洲	洛杉矶	181 ms
104.20.19.233	LAX	北美洲	洛杉矶	181 ms
104.25.237.39	LAX	北美洲	洛杉矶	181 ms
1.0.0.76	LAX	北美洲	洛杉矶	181 ms
104.18.139.132	SJC	北美洲	圣何塞	181 ms
188.42.88.238	LAX	北美洲	洛杉矶	181 ms
104.24.89.126	LAX	北美洲	洛杉矶	181 ms
162.159.244.159	LAX	北美洲	洛杉矶	181 ms
104.21.97.150	LAX	北美洲	洛杉矶	181 ms
172.64.94.223	LAX	北美洲	洛杉矶	181 ms
104.24.2.90	LAX	北美洲	洛杉矶	181 ms
104.20.45.109	LAX	北美洲	洛杉矶	181 ms
104.21.200.185	LAX	北美洲	洛杉矶	181 ms
172.64.85.133	LAX	北美洲	洛杉矶	181 ms
104.27.45.204	LAX	北美洲	洛杉矶	181 ms
104.25.220.71	LAX	北美洲	洛杉矶	181 ms
104.27.104.32	LAX	北美洲	洛杉矶	181 ms
104.16.24.84	SJC	北美洲	圣何塞	181 ms
104.17.27.109	SEA	北美洲	西雅图	181 ms
104.27.192.73	LAX	北美洲	洛杉矶	181 ms
172.67.55.91	LAX	北美洲	洛杉矶	182 ms
104.20.189.93	LAX	北美洲	洛杉矶	182 ms
104.25.180.108	LAX	北美洲	洛杉矶	182 ms
104.19.26.255	LAX	北美洲	洛杉矶	182 ms
104.25.196.168	LAX	北美洲	洛杉矶	182 ms
104.21.121.181	LAX	北美洲	洛杉矶	182 ms
104.17.177.50	SJC	北美洲	圣何塞	182 ms
104.24.56.93	LAX	北美洲	洛杉矶	182 ms
104.25.1.82	LAX	北美洲	洛杉矶	182 ms
104.22.8.150	SJC	北美洲	圣何塞	182 ms
104.23.115.146	LAX	北美洲	洛杉矶	182 ms
104.24.36.105	LAX	北美洲	洛杉矶	182 ms
104.19.59.74	LAX	北美洲	洛杉矶	182 ms
104.20.220.243	LAX	北美洲	洛杉矶	182 ms
104.22.35.8	LAX	北美洲	洛杉矶	182 ms
104.22.36.62	LAX	北美洲	洛杉矶	182 ms
104.21.194.25	LAX	北美洲	洛杉矶	182 ms
104.24.67.131	LAX	北美洲	洛杉矶	182 ms
104.20.124.9	LAX	北美洲	洛杉矶	182 ms
104.25.235.221	LAX	北美洲	洛杉矶	182 ms
104.27.24.160	LAX	北美洲	洛杉矶	182 ms
104.25.229.230	LAX	北美洲	洛杉矶	182 ms
104.26.9.112	SEA	北美洲	西雅图	182 ms
104.22.32.120	LAX	北美洲	洛杉矶	182 ms
185.251.83.29	LAX	北美洲	洛杉矶	182 ms
172.67.113.137	LAX	北美洲	洛杉矶	182 ms
104.25.21.111	LAX	北美洲	洛杉矶	182 ms
104.21.116.196	LAX	北美洲	洛杉矶	182 ms
104.20.39.78	LAX	北美洲	洛杉矶	182 ms
104.20.237.41	LAX	北美洲	洛杉矶	182 ms
104.23.112.34	LAX	北美洲	洛杉矶	182 ms
104.23.134.73	LAX	北美洲	洛杉矶	182 ms
104.25.61.58	LAX	北美洲	洛杉矶	182 ms
198.41.221.107	LAX	北美洲	洛杉矶	182 ms
104.20.200.77	LAX	北美洲	洛杉矶	182 ms
94.140.0.142	LAX	北美洲	洛杉矶	182 ms
104.22.15.160	SJC	北美洲	圣何塞	182 ms
104.20.83.226	LAX	北美洲	洛杉矶	182 ms
104.27.93.15	LAX	北美洲	洛杉矶	182 ms
104.16.231.21	SJC	北美洲	圣何塞	182 ms
104.19.7.102	LAX	北美洲	洛杉矶	182 ms
172.64.38.74	LAX	北美洲	洛杉矶	182 ms
172.67.239.80	LAX	北美洲	洛杉矶	182 ms
1.0.0.110	LAX	北美洲	洛杉矶	182 ms
104.17.112.209	SJC	北美洲	圣何塞	182 ms
104.22.5.246	SJC	北美洲	圣何塞	182 ms
104.20.82.30	LAX	北美洲	洛杉矶	182 ms
104.24.135.215	LAX	北美洲	洛杉矶	182 ms
104.25.16.194	LAX	北美洲	洛杉矶	182 ms
185.148.105.140	LAX	北美洲	洛杉矶	182 ms
104.18.81.175	SJC	北美洲	圣何塞	182 ms
104.25.187.68	LAX	北美洲	洛杉矶	182 ms
104.25.142.126	LAX	北美洲	洛杉矶	182 ms
104.24.62.118	LAX	北美洲	洛杉矶	182 ms
194.53.53.225	LAX	北美洲	洛杉矶	182 ms
104.19.71.198	LAX	北美洲	洛杉矶	182 ms
104.19.52.222	LAX	北美洲	洛杉矶	182 ms
104.23.108.252	LAX	北美洲	洛杉矶	182 ms
1.0.0.143	LAX	北美洲	洛杉矶	182 ms
104.20.17.121	LAX	北美洲	洛杉矶	182 ms
104.27.96.40	LAX	北美洲	洛杉矶	182 ms
104.25.139.249	LAX	北美洲	洛杉矶	182 ms
172.65.90.64	LAX	北美洲	洛杉矶	182 ms
185.135.9.10	LAX	北美洲	洛杉矶	182 ms
104.19.250.52	SJC	北美洲	圣何塞	182 ms
104.20.165.222	LAX	北美洲	洛杉矶	182 ms
172.67.229.141	LAX	北美洲	洛杉矶	182 ms
104.20.9.107	LAX	北美洲	洛杉矶	182 ms
104.25.58.239	LAX	北美洲	洛杉矶	182 ms
104.18.208.204	SJC	北美洲	圣何塞	182 ms
104.24.151.179	LAX	北美洲	洛杉矶	182 ms
172.67.202.220	LAX	北美洲	洛杉矶	182 ms
104.24.9.251	LAX	北美洲	洛杉矶	182 ms
104.19.248.172	SJC	北美洲	圣何塞	182 ms
104.20.66.2	LAX	北美洲	洛杉矶	182 ms
104.27.198.161	LAX	北美洲	洛杉矶	182 ms
104.19.162.12	SEA	北美洲	西雅图	182 ms
104.27.118.102	LAX	北美洲	洛杉矶	182 ms
104.25.212.81	LAX	北美洲	洛杉矶	182 ms
104.23.106.143	LAX	北美洲	洛杉矶	182 ms
104.19.24.189	LAX	北美洲	洛杉矶	182 ms
104.20.152.105	LAX	北美洲	洛杉矶	182 ms
172.67.204.161	LAX	北美洲	洛杉矶	182 ms
104.19.2.88	LAX	北美洲	洛杉矶	182 ms
104.24.49.249	LAX	北美洲	洛杉矶	182 ms
104.18.195.147	SJC	北美洲	圣何塞	182 ms
104.17.73.6	SJC	北美洲	圣何塞	182 ms
104.24.132.97	LAX	北美洲	洛杉矶	182 ms
162.159.32.152	LAX	北美洲	洛杉矶	182 ms
104.17.182.230	SJC	北美洲	圣何塞	182 ms
172.67.45.40	LAX	北美洲	洛杉矶	182 ms
104.21.205.208	LAX	北美洲	洛杉矶	182 ms
198.41.223.194	LAX	北美洲	洛杉矶	182 ms
104.17.39.255	SJC	北美洲	圣何塞	182 ms
104.22.67.216	LAX	北美洲	洛杉矶	182 ms
104.19.245.175	SJC	北美洲	圣何塞	182 ms
104.17.157.202	SJC	北美洲	圣何塞	182 ms
104.16.145.147	SJC	北美洲	圣何塞	182 ms
195.85.23.128	LAX	北美洲	洛杉矶	182 ms
104.22.13.86	SJC	北美洲	圣何塞	182 ms
104.19.47.4	LAX	北美洲	洛杉矶	182 ms
104.24.207.141	LAX	北美洲	洛杉矶	182 ms
104.24.255.61	LAX	北美洲	洛杉矶	182 ms
1.0.0.224	LAX	北美洲	洛杉矶	182 ms
104.18.182.49	SEA	北美洲	西雅图	182 ms
104.18.131.187	SJC	北美洲	圣何塞	182 ms
172.67.63.175	LAX	北美洲	洛杉矶	182 ms
162.159.14.59	LAX	北美洲	洛杉矶	182 ms
104.19.189.240	SJC	北美洲	圣何塞	183 ms
104.17.16.76	SEA	北美洲	西雅图	183 ms
104.17.17.22	SEA	北美洲	西雅图	183 ms
104.20.88.184	LAX	北美洲	洛杉矶	183 ms
185.135.44.247	LAX	北美洲	洛杉矶	183 ms
104.27.16.78	LAX	北美洲	洛杉矶	183 ms
104.23.97.124	LAX	北美洲	洛杉矶	183 ms
172.67.106.226	LAX	北美洲	洛杉矶	183 ms
172.67.217.232	SJC	北美洲	圣何塞	183 ms
1.0.0.191	LAX	北美洲	洛杉矶	183 ms
104.19.116.246	LAX	北美洲	洛杉矶	183 ms
172.67.236.12	LAX	北美洲	洛杉矶	183 ms
172.67.235.14	LAX	北美洲	洛杉矶	183 ms
104.25.57.165	LAX	北美洲	洛杉矶	183 ms
104.19.203.53	LAX	北美洲	洛杉矶	183 ms
104.20.90.246	LAX	北美洲	洛杉矶	183 ms
185.251.82.220	LAX	北美洲	洛杉矶	183 ms
104.24.187.212	LAX	北美洲	洛杉矶	183 ms
104.19.35.218	LAX	北美洲	洛杉矶	183 ms
104.25.94.229	LAX	北美洲	洛杉矶	183 ms
104.19.166.71	SEA	北美洲	西雅图	183 ms
104.17.82.128	SJC	北美洲	圣何塞	183 ms
104.24.199.165	LAX	北美洲	洛杉矶	183 ms
104.24.229.5	LAX	北美洲	洛杉矶	183 ms
104.21.54.9	LAX	北美洲	洛杉矶	183 ms
104.21.105.155	LAX	北美洲	洛杉矶	183 ms
104.21.213.169	LAX	北美洲	洛杉矶	183 ms
104.21.214.253	LAX	北美洲	洛杉矶	183 ms
104.16.112.40	SJC	北美洲	圣何塞	183 ms
104.17.139.222	SJC	北美洲	圣何塞	183 ms
104.24.190.149	LAX	北美洲	洛杉矶	183 ms
104.21.110.125	LAX	北美洲	洛杉矶	183 ms
104.22.68.205	LAX	北美洲	洛杉矶	183 ms
172.67.203.26	LAX	北美洲	洛杉矶	183 ms
104.27.15.68	LAX	北美洲	洛杉矶	183 ms
104.27.67.224	LAX	北美洲	洛杉矶	183 ms
104.17.120.137	SJC	北美洲	圣何塞	183 ms
104.22.12.151	SJC	北美洲	圣何塞	183 ms
104.19.182.208	SJC	北美洲	圣何塞	183 ms
104.20.132.35	LAX	北美洲	洛杉矶	183 ms
104.25.97.249	LAX	北美洲	洛杉矶	183 ms
104.22.71.6	LAX	北美洲	洛杉矶	183 ms
104.18.140.218	SJC	北美洲	圣何塞	183 ms
172.67.254.32	LAX	北美洲	洛杉矶	183 ms
104.20.205.91	LAX	北美洲	洛杉矶	183 ms
104.25.95.172	LAX	北美洲	洛杉矶	183 ms
172.67.19.53	LAX	北美洲	洛杉矶	183 ms
172.64.93.44	LAX	北美洲	洛杉矶	183 ms
172.64.95.82	LAX	北美洲	洛杉矶	183 ms
104.19.0.174	LAX	北美洲	洛杉矶	183 ms
104.18.104.164	SJC	北美洲	圣何塞	183 ms
104.17.210.151	SJC	北美洲	圣何塞	183 ms
104.17.13.192	SJC	北美洲	圣何塞	183 ms
104.16.182.66	SJC	北美洲	圣何塞	183 ms
104.16.180.236	SJC	北美洲	圣何塞	183 ms
104.25.179.114	LAX	北美洲	洛杉矶	183 ms
172.67.123.13	LAX	北美洲	洛杉矶	183 ms
185.162.231.182	LAX	北美洲	洛杉矶	183 ms
162.159.13.33	LAX	北美洲	洛杉矶	183 ms
104.16.73.254	SJC	北美洲	圣何塞	183 ms
104.16.71.86	SJC	北美洲	圣何塞	183 ms
104.16.76.227	SJC	北美洲	圣何塞	183 ms
104.16.74.202	SJC	北美洲	圣何塞	183 ms
104.20.186.226	LAX	北美洲	洛杉矶	183 ms
104.27.202.141	LAX	北美洲	洛杉矶	183 ms
104.19.21.228	LAX	北美洲	洛杉矶	183 ms
104.19.39.222	LAX	北美洲	洛杉矶	183 ms
104.16.254.186	SJC	北美洲	圣何塞	183 ms
104.20.208.223	LAX	北美洲	洛杉矶	183 ms
104.16.20.12	SJC	北美洲	圣何塞	183 ms
104.17.36.157	SJC	北美洲	圣何塞	183 ms
104.25.45.204	LAX	北美洲	洛杉矶	183 ms
104.25.44.79	LAX	北美洲	洛杉矶	183 ms
104.16.207.97	SJC	北美洲	圣何塞	183 ms
104.17.126.64	SJC	北美洲	圣何塞	183 ms
104.25.6.175	LAX	北美洲	洛杉矶	183 ms
104.25.53.213	LAX	北美洲	洛杉矶	183 ms
104.24.45.195	LAX	北美洲	洛杉矶	183 ms
104.24.44.3	LAX	北美洲	洛杉矶	183 ms
104.24.46.3	LAX	北美洲	洛杉矶	183 ms
172.67.59.3	LAX	北美洲	洛杉矶	183 ms
104.22.19.72	SJC	北美洲	圣何塞	183 ms
45.131.208.72	LAX	北美洲	洛杉矶	183 ms
104.25.153.17	LAX	北美洲	洛杉矶	183 ms
104.16.164.8	SJC	北美洲	圣何塞	183 ms
104.16.160.9	SJC	北美洲	圣何塞	183 ms
1.0.0.151	LAX	北美洲	洛杉矶	183 ms
104.20.141.207	LAX	北美洲	洛杉矶	183 ms
104.22.41.124	LAX	北美洲	洛杉矶	183 ms
1.0.0.192	LAX	北美洲	洛杉矶	183 ms
172.67.178.212	LAX	北美洲	洛杉矶	183 ms
104.16.203.83	SJC	北美洲	圣何塞	183 ms
104.27.40.6	LAX	北美洲	洛杉矶	183 ms
104.20.143.100	LAX	北美洲	洛杉矶	183 ms
104.24.166.140	LAX	北美洲	洛杉矶	183 ms
104.19.46.186	LAX	北美洲	洛杉矶	183 ms
104.19.70.99	LAX	北美洲	洛杉矶	183 ms
104.16.64.103	SJC	北美洲	圣何塞	183 ms
104.27.64.47	LAX	北美洲	洛杉矶	183 ms
104.19.99.158	LAX	北美洲	洛杉矶	183 ms
104.23.131.68	SJC	北美洲	圣何塞	183 ms
89.116.46.79	LAX	北美洲	洛杉矶	183 ms
89.47.57.60	LAX	北美洲	洛杉矶	183 ms
104.17.184.117	SJC	北美洲	圣何塞	183 ms
104.16.205.23	SJC	北美洲	圣何塞	183 ms
104.16.185.5	SJC	北美洲	圣何塞	183 ms
172.67.193.18	LAX	北美洲	洛杉矶	183 ms
104.17.137.131	SJC	北美洲	圣何塞	183 ms
104.25.207.184	LAX	北美洲	洛杉矶	183 ms
172.67.24.207	LAX	北美洲	洛杉矶	183 ms
104.27.77.169	LAX	北美洲	洛杉矶	183 ms
104.23.103.197	LAX	北美洲	洛杉矶	183 ms
172.64.34.230	LAX	北美洲	洛杉矶	183 ms
104.20.166.2	LAX	北美洲	洛杉矶	183 ms
104.24.138.63	LAX	北美洲	洛杉矶	183 ms
104.21.115.236	LAX	北美洲	洛杉矶	183 ms
1.0.0.250	LAX	北美洲	洛杉矶	183 ms
104.25.24.60	LAX	北美洲	洛杉矶	183 ms
104.19.115.147	LAX	北美洲	洛杉矶	183 ms
104.25.201.28	LAX	北美洲	洛杉矶	183 ms
172.66.0.88	LAX	北美洲	洛杉矶	183 ms
104.20.30.100	LAX	北美洲	洛杉矶	183 ms
108.162.194.20	LAX	北美洲	洛杉矶	183 ms
108.162.195.217	LAX	北美洲	洛杉矶	183 ms
93.114.64.81	LAX	北美洲	洛杉矶	183 ms
188.164.158.9	LAX	北美洲	洛杉矶	183 ms
104.18.222.119	SJC	北美洲	圣何塞	183 ms
104.19.42.75	LAX	北美洲	洛杉矶	183 ms
104.27.42.102	LAX	北美洲	洛杉矶	183 ms
104.25.233.18	LAX	北美洲	洛杉矶	183 ms
104.21.13.181	LAX	北美洲	洛杉矶	183 ms
162.159.10.50	LAX	北美洲	洛杉矶	183 ms
104.24.66.157	LAX	北美洲	洛杉矶	183 ms
104.24.189.71	LAX	北美洲	洛杉矶	183 ms
104.24.188.192	LAX	北美洲	洛杉矶	183 ms
104.17.156.61	SJC	北美洲	圣何塞	183 ms
104.24.140.29	LAX	北美洲	洛杉矶	183 ms
